seed,method,episode,day,date,regime,wealth,reference,cash,objective,q_squared,dynamic_local_regret,cumulative_q_squared,average_q_squared,average_dynamic_local_regret,diagnostic_gradient_gap,gradient_squared,theta_norm,update_norm,training_repeats,training_trajectories,training_steps,evaluation_trajectories,theta_0,gradient_0,q_0,diagnostic_g1_0,diagnostic_g2_0,theta_1,gradient_1,q_1,diagnostic_g1_1,diagnostic_g2_1,theta_2,gradient_2,q_2,diagnostic_g1_2,diagnostic_g2_2,theta_3,gradient_3,q_3,diagnostic_g1_3,diagnostic_g2_3,theta_4,gradient_4,q_4,diagnostic_g1_4,diagnostic_g2_4,theta_5,gradient_5,q_5,diagnostic_g1_5,diagnostic_g2_5,theta_6,gradient_6,q_6,diagnostic_g1_6,diagnostic_g2_6,theta_7,gradient_7,q_7,diagnostic_g1_7,diagnostic_g2_7,theta_8,gradient_8,q_8,diagnostic_g1_8,diagnostic_g2_8,theta_9,gradient_9,q_9,diagnostic_g1_9,diagnostic_g2_9
29,dynamic,1,484,20250102,real_market,0.9880590272424196,0.9976090892491093,0.3296525495200014,-0.006529040030238946,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.7221778205529849,0.08886138769410198,0.0,0.08,4,1684,8420,1536,0.0,-0.1512085921080082,-0.08949549343847077,-0.049097146013684395,0.2156160779353673,0.0,0.008704648427684343,-0.08337882851989335,-0.04574154922231474,0.015629609914254525,0.0,0.06886622662144824,0.6506273045914368,0.3569335454413415,0.23345956366611387,0.0,0.06677477545779013,-0.4549414381000236,-0.2495804576956594,-0.3285987255443434,0.0,0.20102719974836353,-0.35474671307178046,-0.19461372299750757,-0.05551937400388741,0.0,0.08147355722492215,-0.08341239627791408,-0.04575996446372607,0.3126696102223849,0.0,-0.05542127023879228,-0.35301661889907215,-0.19366459491349647,-0.46974822727078536,0.0,-0.08035403911078587,-0.3071815711483445,-0.16851952955320737,0.27969927216232393,0.0,0.006061780587570316,0.01668048313975234,0.009150897825422562,0.02280280125498096,0.0,0.010258708998189061,-0.05185150287589633,-0.028445687150460815,0.00447763127857927
29,dynamic,2,489,20250109,real_market,0.9926791848335185,0.9952073459801195,0.10971602489895248,-0.02130191852343281,0.9999999999999999,1.2532442799343084,1.9999999999999996,0.9999999999999998,0.6266221399671542,1.874744434984348,0.14266946724428525,0.08,0.08000000000000003,4,1684,8420,1536,-0.040579800834549214,-0.06056806425850157,-0.2002350593667642,-0.23180390140115628,0.32285878715213456,0.0023360636760501588,0.010035190966409237,0.05823160773352269,0.06741233977796,0.027443235654128182,0.018481606908482662,0.35103832348649744,-0.4931506726284706,-0.5709002721870904,0.5393735726566851,0.01792032483784603,-0.0013090079862803326,0.5636780490866615,0.6525469182354813,-0.6726210039883678,0.05394960441327788,-0.046960411693100265,-0.203876931959345,-0.23601994767215356,-0.2058165277038238,0.021865032134602422,-0.04839897045637086,0.5537330151556812,0.6410339610537641,0.6325783620365449,-0.014873388323604473,-0.037843670175449234,0.06380882272881605,0.07386885243338871,0.4361014350212671,-0.02156458742131609,0.09835199038804267,-0.20729665677477957,-0.23997882258867909,-0.5298010191891434,0.0016267980907502442,-0.0040650570969717305,0.008827873340393493,0.01021966626548781,-0.005670768755996518,0.0027531264074514353,0.0010635026800387359,0.016643778140502788,0.01926781812947693,0.0053094040503124385
29,dynamic,3,494,20250116,real_market,0.9903380585534702,0.9972441290689935,0.03793994313992968,-0.015542382226941091,0.9999999999999999,1.5619820764581749,2.9999999999999996,0.9999999999999999,0.5206606921527249,2.811427033387973,0.32746376336613775,0.1200263552535476,0.08,4,1684,8420,1536,-0.05340807287588972,0.16431753137053118,0.026826883020892884,0.05418442147737089,0.39533675251201994,0.004461509837817345,0.04088721699688191,-0.044682879806548496,-0.09024961977040542,0.14061731538340672,0.09283126899115013,-0.15945190718577948,-0.19319081431774018,-0.3902030847339389,-1.3954309563091383,0.01764307789660943,0.29380718946499895,0.16178495920901084,0.32677014365228824,0.5749291136272232,0.04400342330698836,-0.012680516905373834,-0.6497561804445443,-1.3123650150229806,0.3397478378911125,0.011614165326555488,-0.0912531499687907,-0.23154377928630673,-0.46766766446708163,0.2798447304394816,-0.02288865019463719,-0.15375752541589965,0.5358716818092509,1.0823432987845347,-0.4014999423772765,-0.0007337072544957822,0.39323208224140815,-0.41290818571010546,-0.8339839983850735,0.24600969592798627,0.0007658219485877412,0.016462882824433915,-0.018314380913047937,-0.03699103372228733,0.0380314386821216,0.0029783755030474966,0.003516521738615905,-0.002008318894155094,-0.004056363810030333,0.013674581180652647
29,dynamic,4,499,20250123,real_market,1.0116421018863975,1.0007324745081256,0.015525121637962347,-0.01700359705996861,1.0,1.9189785800378558,3.9999999999999996,0.9999999999999999,0.47974464500946395,2.0486649185753403,0.6999711838145503,0.12716799588614122,0.08,4,1684,8420,1536,-0.030436418979276448,-0.07066661926907808,-0.17377397318644394,-0.2913714028532027,0.07397562328616199,0.010177558453044654,-0.03904930728396914,-0.1067646654166693,-0.17901512963757502,-0.07481867530197517,0.07053983122139106,-0.2812895591318734,0.07266211824229311,0.1218344895862336,-0.060523374290217785,0.058717435650361874,0.6533171968323847,0.6519638067314222,1.0931649055007495,-0.2147813009643759,0.042230682181006216,0.1215688785087674,-0.09198806974978715,-0.15423882205879494,0.29971201067266556,-0.0011430600320208682,0.16814115015375486,0.6111858188940477,1.0247913780740685,0.5023980262588843,-0.04438401120933662,-0.33079492034171487,-0.036390932248780115,-0.06101763564493373,-1.0361346406462382,0.05424028863596471,0.18714975475673948,-0.3800539737556792,-0.6372465189267196,0.2999611997904109,0.0030673392804822374,-0.0021538762978973846,-0.016834308637096333,-0.028226529172995767,-0.005169038927113661,0.0034699865905902134,2.7808994736888064e-05,-0.00294901476654232,-0.004944690817653907,-0.0025726470127885657
29,dynamic,5,504,20250207,real_market,1.0290556497859047,1.0186336206767346,0.007032205293541052,-0.005413273288493623,1.0000000000000002,2.1114903404082104,5.0,1.0,0.42229806808164205,0.9366661191326844,0.3783043933653384,0.17928052866168329,0.08,4,1684,8420,1536,-0.03719357926929533,-0.20497171491922317,0.018795841841320014,0.011605278170312674,0.39974608854562105,0.0064436536580909105,-0.06243082260045145,0.013318515883802158,0.008223365729087068,-0.0005458393790342993,0.04364285130891746,0.12827174088646331,0.24412161293772167,0.15073010559705224,0.4834562362609513,0.12118779386026624,0.02678532646126016,-0.30757294268656254,-0.18990740546093637,-0.47264632319534083,0.053855129577218684,-0.0819911616189857,0.31605525035072096,0.19514470958382638,-0.05457580995678334,0.014934639944129082,0.4886285036652817,0.6769402539079153,0.4179690389824922,-0.26058184678544233,-0.07601470647950184,-0.0686109228996482,-0.34705598315462866,-0.21428575847699044,-0.2902963069838519,0.0721355962679002,-0.25403140321742523,0.4076465614543589,0.2516967199867143,0.337005988959578,0.0028613850755082127,-0.022318358376779736,0.022580106999354043,0.01394182953097909,0.024578198671013136,0.0034726456938115793,-0.002098035740652538,0.000626188216574353,0.00038663277237956475,0.0026686941870510896
29,dynamic,6,509,20250214,real_market,1.0338135880466,1.0285476770622493,0.004301476118054246,-0.005190332394834745,0.9999999999999998,2.393783021041433,6.0,1.0,0.39896383684023884,1.2636130406856632,0.2192947325961142,0.2001042302078112,0.07999999999999997,4,1684,8420,1536,-0.06385376859703004,0.052503924128854164,-0.15880870592850077,-0.1807743085326232,-0.5275060039095167,-0.001676576740870142,0.018983208156534464,-0.0010866733998740965,-0.001236976469989482,0.09270716333716272,0.06032685523979603,0.11837807161956784,-0.46404244220809304,-0.5282264037698639,-0.3251436718830182,0.12467169833432402,0.09882310071168135,0.4450637881738535,0.506622720018016,0.15986654985244655,0.04319073184397783,0.004558760295241757,0.6818119775851916,0.7761167001305029,-0.25096775322393505,0.07848940126218643,0.36648729811189257,0.2735444416404834,0.31137970051065283,0.5549175553358855,-0.08493876800270317,-0.22348723522065084,-0.13246955654843545,-0.15079206361298714,0.28609686779663057,0.039094328561106395,-0.09002521379367381,-0.06233717790957386,-0.07095933542555194,-0.10407240861214721,-4.1511356049031556e-05,-0.003628085996747153,0.015202170536692943,0.017304856499510603,0.01690344102615222,0.003199759114879488,0.0006057018086958225,0.001450126268725166,0.001650700268484074,-0.0006672461431876526
29,dynamic,7,514,20250221,real_market,1.0461718487057028,1.0372252300922966,0.0036493530878016957,-0.008573302721647216,1.0000000000000002,2.5714189309641107,7.0,1.0,0.36734556156630155,1.0573866236765384,0.19945942532554167,0.259064490554408,0.08,4,1684,8420,1536,-0.05488428065060654,-0.0007182880982055384,0.44749408358478876,0.29169677743193057,0.43680355942467164,0.0015664124179327592,0.023357039773928993,-0.03920527017831988,-0.025555759034291765,0.044308263054425756,0.08054992816491195,0.17475157531729218,-0.3969238114674577,-0.25873279879714645,0.6341738974700571,0.14155410522806883,-0.3619833835807884,-0.3440432368245398,-0.2242628610305499,-0.3293809416146552,0.04396952592836768,-0.09557784423299984,-0.14433272210256815,-0.09408256211575222,0.0645089869910429,0.14109811970510777,-0.10945236953797752,0.2102077786246076,0.13702288782172167,-0.33628574521209514,-0.12311812498888904,0.12674986999810803,0.6470344760616501,0.4217661830131882,0.5265935132963228,0.02371490533904678,0.007349632193412253,-0.19622834800263883,-0.1279104659767324,0.02425753501008074,-0.0006613140499685817,0.01040956557370341,0.010878678621283736,0.00709121218123289,0.02902057739342109,0.003303233953424716,-0.0006510124597891623,0.000981197075898072,0.000639588400303109,0.00016550695776251735
29,dynamic,8,519,20250228,real_market,1.0463955951406134,1.0382325046886764,0.003092047832841639,-0.006106935292145777,1.0000000000000002,2.8966170742658033,8.0,1.0,0.3620771342832254,1.5673550372695937,0.20117760419143346,0.218306425284865,0.07999999999999999,4,1684,8420,1536,-0.05501294593244496,0.2633865510356428,-0.02550137400305283,-0.020135600705444547,-0.45138836798435444,0.005750304804471724,-0.0009930809536894411,-0.12958997023072455,-0.10232279624164324,0.023140170117128447,0.11185277272836583,-0.14017548272400868,0.07757546009255645,0.06125271872715047,0.20268103468983062,0.07671286090618559,0.16324901423670418,-0.3446028487086671,-0.27209456881522437,-0.05144015709042215,0.026848888267142844,0.09676529876441117,0.5437211611915898,0.42931616922068055,-0.5161958282902199,0.12149217049104083,-0.11865772902316965,0.6597711632789507,0.5209479575163767,0.562435446447601,-0.1004137146178533,0.0731205051502653,-0.34766515109612306,-0.2745125286516537,0.4105433075128829,0.025031427915345267,0.23788635769942068,0.07503328735001015,0.05924544746160817,-0.8469167167439426,0.0012033272989582153,0.011177204516192033,0.018520360888283915,0.014623470551922963,0.01073737831717847,0.0031866196007320374,0.00031472752010439076,0.003507122209748105,0.002769184610689222,-0.0027942929836218587
29,dynamic,9,524,20250307,real_market,1.0385861643772438,1.0407059147401507,0.002969759027898788,-0.0040738077545832635,1.0000000000000002,3.1318976510070864,9.0,1.0,0.34798862788967627,0.8464072132143625,0.32269127785808266,0.20749837870936172,0.08,4,1684,8420,1536,-0.008035027831306989,-0.023750290996752826,-0.5624446543069423,-0.6375864161782319,-0.46994100212631396,0.005573177781369055,-0.06242611961581883,0.21724483441688522,0.2462684183206852,0.02846652517465984,0.08685091776917005,-0.15091662695558314,-0.18068808456565277,-0.20482774154246566,-0.6369640368957719,0.10583013660135035,0.13558086310669015,0.5434506415377044,0.6160548318034018,0.9304722817732334,0.04410805454770016,-0.32518688034691234,0.22587210618759687,0.2560482806548053,0.30651487732272525,0.10032824600742836,-0.2047099859153115,-0.17209014113722457,-0.19508112577315118,0.37790846845238923,-0.08737186001686362,0.3146010250657896,0.41654916866133157,0.4721995125654838,0.4360681164001837,0.06746110317947476,0.17440133847327843,0.22645274235846521,0.25670648894686127,0.12793170198158632,0.0031969059243538685,-0.005341771063942749,0.055117428354136536,0.06248103407894833,-0.018177536428529012,0.003242754751162089,-0.0011534981307915013,-0.002949355223972775,-0.003343384656409452,-0.0012868219044635616
29,dynamic,10,529,20250314,real_market,1.0504918267621424,1.0513312931814098,0.003053241255764294,-0.017101439346740913,0.9999999999999999,3.446705185820089,10.0,1.0,0.34467051858200887,1.9241932513298756,0.4189968131038397,0.18841992167792143,0.08,4,1684,8420,1536,-0.011379790510224747,0.0770256226036172,-0.13287196586625166,-0.18372521127554092,0.7321080269767712,-0.003218316820073685,0.08010642889573202,0.052794797137545715,0.073000615254753,0.10282202392648607,0.06559727074908922,0.010099287829848546,-0.45103570042820446,-0.6236577355782984,0.16911599873026426,0.1249240420594652,0.025257714622975352,0.5764855397833626,0.797120196901475,-0.13827581042239856,-0.0016881397476352228,0.42426795251327515,0.40715860642000024,0.5629878394549236,0.5521551425835374,0.07149885941233662,0.4356534639699546,-0.12122709086837798,-0.1676235670700569,0.41757071249863886,-0.04306647582038407,0.08310820403803751,0.21909771759777424,0.30295159850467746,-0.5627814145856859,0.09202211121758594,-0.16990602569064317,0.46401248166144726,0.6416010380515522,0.12470300039121897,0.002444622236695418,0.018243076125265118,0.0018104723807683943,0.002503383001046497,-0.010080644115514549,0.003080307162684108,0.0013422680563413988,0.0004003689170223258,0.000553599575264273,0.0048740442331797985
