seed,method,episode,day,date,regime,wealth,reference,cash,objective,q_squared,dynamic_local_regret,cumulative_q_squared,average_q_squared,average_dynamic_local_regret,diagnostic_gradient_gap,gradient_squared,theta_norm,update_norm,training_trajectories,training_steps,evaluation_trajectories,theta_0,gradient_0,q_0,diagnostic_g1_0,diagnostic_g2_0,theta_1,gradient_1,q_1,diagnostic_g1_1,diagnostic_g2_1,theta_2,gradient_2,q_2,diagnostic_g1_2,diagnostic_g2_2,theta_3,gradient_3,q_3,diagnostic_g1_3,diagnostic_g2_3,theta_4,gradient_4,q_4,diagnostic_g1_4,diagnostic_g2_4,theta_5,gradient_5,q_5,diagnostic_g1_5,diagnostic_g2_5,theta_6,gradient_6,q_6,diagnostic_g1_6,diagnostic_g2_6,theta_7,gradient_7,q_7,diagnostic_g1_7,diagnostic_g2_7,theta_8,gradient_8,q_8,diagnostic_g1_8,diagnostic_g2_8,theta_9,gradient_9,q_9,diagnostic_g1_9,diagnostic_g2_9,common_objective,common_gradient_cross,common_gradient_noise,common_g1_0,common_g2_0,common_g1_1,common_g2_1,common_g1_2,common_g2_2,common_g1_3,common_g2_3,common_g1_4,common_g2_4,common_g1_5,common_g2_5,common_g1_6,common_g2_6,common_g1_7,common_g2_7,common_g1_8,common_g2_8,common_g1_9,common_g2_9
29,plugin,1,0,20230301,uptrend_momentum,0.9936936312640505,0.9989333261481781,0.03225806451612904,-0.00046282740436289654,2.3826614358983505e-06,2.3826614358983505e-06,2.3826614358983505e-06,2.3826614358983505e-06,2.3826614358983505e-06,0.0006801327006314311,1.213105748670267e-05,0.0,0.00017414833825436484,2048,10240,49152,0.0,2.480615442890158e-05,0.00024674156918381616,0.00024674156918381616,0.0008626879101811036,0.0,0.00025802529807442267,6.809835698143711e-05,6.809835698143711e-05,-5.6586032967428466e-05,0.0,0.002821466709563495,0.0011863646264363946,0.0011863646264363946,0.0012109616094544754,0.0,-0.0015933338641804593,-0.0007198719251434017,-0.0007198719251434017,-0.0009075107877406592,0.0,-0.0010001663972266633,-0.0004368135574674989,-0.0004368135574674989,-0.0004919185126670734,0.0,0.0005688390797497199,0.0003584936256522733,0.0003584936256522733,0.00034686315602733107,0.0,-0.00015164086740157055,0.0002668274195846816,0.0002668274195846816,0.00037838407271087985,0.0,0.00046637739419076924,-2.121302817363487e-05,-2.121302817363487e-05,0.00010023155515450351,0.0,-6.642444045198822e-07,7.899622905055774e-07,7.899622905055774e-07,2.3781641004249987e-07,0.0,-7.993906958482528e-06,2.2243654704080484e-05,2.2243654704080484e-05,6.052212907507684e-05,-0.00048823250232370993,2.1907891517598817e-06,1.661909105687354e-07,0.0007504263574431869,0.0003668984899064255,-2.8886016120307745e-06,0.00011943712266325176,0.0009201514075750761,0.0011327194586778346,-0.0006042992230806635,-0.0007384417131330333,-0.00037181555868073015,-0.0005660193677015349,0.0004406012731847832,0.0002976060837273005,0.00023751045061303194,0.0003385276869148183,-0.0002164495291391274,-2.0312132890773006e-05,-1.8449725891177095e-06,7.637539065254021e-07,2.2730906985182245e-05,4.008947306631761e-05
29,plugin,2,5,20230308,uptrend_momentum,0.9961893989462182,0.9968907476680261,0.032258467166110194,-0.0013696227616696985,7.4217690060229676e-06,6.940967029917236e-06,9.804430441921318e-06,4.902215220960659e-06,3.470483514958618e-06,0.001513677991381606,1.8463781574260853e-05,0.00017414833825436484,0.0002148475132172866,2048,10240,49152,1.2403077214450791e-06,-0.0015824057065649713,0.00036792494241078466,0.0003679249424107846,0.001213260305018537,1.2901264903721135e-05,0.0004319658856890334,-3.364208044801107e-05,-3.364208044801106e-05,-0.00015593423130454777,0.00014107333547817475,0.0028579547063380256,0.0019906509641783704,0.0019906509641783704,0.0027627064774603752,-7.966669320902297e-05,-0.0020156223648585317,-0.0012953464281593025,-0.0012953464281593027,-0.0021511140155628296,-5.0008319861333166e-05,-3.204343486184562e-05,-0.0006172177481652345,-0.0006172177481652347,-0.0005818665633707482,2.8441953987485993e-05,0.0011865710546764426,0.0006305109929898173,0.0006305109929898173,0.001007724945326585,-7.5820433700785276e-06,0.00010973660114952042,0.0003239083228961154,0.0003239083228961154,0.0005289990660098412,2.3318869709538463e-05,0.0014537692299163396,0.0008722293661722686,0.0008722293661722685,0.0006611865374611969,-3.321222022599411e-08,3.352520230657863e-05,-1.3680415045947097e-05,-1.3680415045947097e-05,-3.405280690361243e-05,-3.996953479241264e-07,8.337818844268663e-05,1.6283105573856945e-05,1.6283105573856945e-05,6.833636677763974e-05,-0.00045290120612993985,1.517560605575671e-06,1.721188095996486e-07,0.00021779292056884223,0.0006030172282760224,-1.1150887940035918e-05,9.63316048067746e-05,0.000852338586883533,0.0009759059995672968,-0.0006206556310228657,-0.0005574723142516438,-9.527464096029941e-05,-0.0004046865572763015,0.00022299665343541135,0.0002273373921654153,6.717311981391893e-05,0.0003268287842178021,0.00031627227139701986,0.0003073515656979652,-8.726272971872498e-06,-2.223146564874801e-05,1.601064297253573e-05,5.586938681484813e-05
29,plugin,3,10,20230315,uptrend_momentum,0.9988736326063067,0.9986003679141192,0.03225913097030633,-0.0003553121158754262,1.3902017374389072e-06,1.006912060784497e-05,1.1194632179360225e-05,3.7315440597867416e-06,3.3563735359483233e-06,0.00043859790987109626,1.4649489275777799e-06,0.0003742492498875628,6.051753728419928e-05,2048,10240,49152,-7.787997760680348e-05,-5.082842307611192e-07,0.00043367350994059656,0.0004336735099405966,0.0005093133993202317,3.4499559188172806e-05,-4.208870553315344e-05,2.4942843201519152e-05,2.494284320151919e-05,8.70865709086482e-05,0.000283971070795076,0.00092916135424282,0.0008653207089997508,0.000865320708999751,0.0009845031695206975,-0.00018044781145194955,-0.0006302609194477903,-0.0005612522261796955,-0.0005612522261796953,-0.0008013775353558375,-5.161049160442545e-05,-0.00030047763067302054,-0.00025663710603298875,-0.00025663710603298875,-6.25682508169855e-05,8.777050672130812e-05,9.9142850939661e-05,0.00018338944333239006,0.00018338944333239003,0.00038819149955006334,-2.0952133126025063e-06,0.00028979159694103384,0.0001809560518742803,0.0001809560518742803,0.00016016017329899856,9.600733120535544e-05,0.00013502332357383416,6.387531701640539e-05,6.38753170164054e-05,0.00023815093160929471,1.6430478951029373e-06,1.479667292338301e-07,-2.0108291855532446e-05,-2.010829185553245e-05,-4.263779442746774e-05,3.769214074210205e-06,1.6761873460661327e-05,3.160860038450369e-05,3.160860038450368e-05,3.288456762749909e-05,-0.0004692826917727249,2.5522845281871154e-06,6.935733085525324e-08,0.000487879252117664,0.0006762119487284119,1.4678101490555883e-05,8.990358102463093e-06,0.001090293207429286,0.001121211783633556,-0.0008099694921815128,-0.0008663579869290635,-0.00028863264822069634,-0.0003060074092800091,0.00035891411484063066,0.0002381545030494462,0.00037098593705617213,0.00027678358152849973,6.421184523659412e-05,0.00033285374334311827,-1.7204459164885767e-05,-4.0366715093760044e-05,3.8672255637299095e-05,-1.2451872832624737e-05
29,plugin,4,15,20230322,uptrend_momentum,1.0078451804570447,1.002661281312747,0.03225907537085861,-0.00031639608931579286,1.3900602495047856e-06,1.2512720089773081e-05,1.258469242886501e-05,3.1461731072162526e-06,3.1281800224432703e-06,0.000602886258783447,7.50054410600641e-07,0.0004301220196275477,4.3302840859481754e-05,2048,10240,49152,-7.790539181834155e-05,-0.00026137627055360644,0.000709313966950361,0.000709313966950361,0.0002149035208877181,3.239512391151513e-05,-6.782729309808329e-05,0.00010178504499874774,0.00010178504499874777,8.571547781804442e-06,0.000330429138507217,0.0005811657161316869,0.0007118249050703401,0.0007118249050703403,0.000826132338394903,-0.00021196085742433907,-0.00044621198734282253,-0.00041520315546521606,-0.00041520315546521595,-0.0006455103402324861,-6.663437313807648e-05,-0.0001894659901811294,-0.00022328007858637305,-0.000223280078586373,-0.00018915232520398496,9.272764926829117e-05,8.712957726025823e-05,0.000204552060575868,0.00020455206057586788,0.00021165163012272696,1.2394366534449185e-05,0.00026515789976809106,0.0003226509028583068,0.0003226509028583068,0.0002392527439274786,0.00010275849738404714,0.0001621120800715941,2.8523824144144718e-05,2.8523824144144664e-05,0.00021795650190282122,1.6504462315646288e-06,1.0188996226826042e-05,-1.6886607102359843e-05,-1.6886607102359843e-05,-5.98847487523761e-06,4.607307747243271e-06,-9.788167360986816e-06,2.4238079213767897e-05,2.4238079213767894e-05,1.6496110384201768e-05,-0.0004619788489606641,1.8026957876263944e-06,1.2172562990386173e-07,0.0002675782270474217,4.438256621914006e-05,6.778110794410496e-07,-7.783596064132282e-06,0.0010767966886174956,0.0009441081172317071,-0.0006553765819650545,-0.0007767158085280868,-0.00032716135503998056,-0.000394005682728878,0.00029461786702414747,3.695464890947217e-05,0.0004440714770542043,0.00030797243830903327,-5.3498079525989555e-05,0.00021305230216898556,2.0202930883755547e-05,6.495966528504511e-06,-6.141858080124167e-06,1.8666672522481444e-05
29,plugin,5,20,20230329,uptrend_momentum,1.002852537171696,1.0058631505589184,0.032258969270613745,3.5993821996990486e-05,2.722454173160976e-07,1.4203613250633086e-05,1.2856937846181108e-05,2.5713875692362216e-06,2.8407226501266174e-06,0.0002735111025620392,4.5233247918506714e-07,0.0004705529335909445,3.3627833679300075e-05,2048,10240,49152,-9.097420534602187e-05,0.00024158373604315158,0.0002813109002512679,0.000281310900251268,0.00014274559239370977,2.900375925661097e-05,3.084245977931003e-05,1.6419277545272484e-05,1.6419277545272497e-05,2.3728892496119334e-05,0.00035948742431380135,0.0005027254302474154,0.00033046881251017697,0.0003304688125101766,0.00045760504784481387,-0.0002342714567914802,-0.00023815600746571785,-0.0001969520486896811,-0.00019695204868968086,-0.00033004355712435676,-7.610767264713295e-05,-0.000185208295984661,-0.0001393246981963475,-0.0001393246981963475,-0.00020083818236053594,9.708412813130408e-05,5.2032367494977286e-05,4.618759164305789e-05,4.618759164305797e-05,3.235053053166088e-05,2.5652261522853738e-05,0.00016963758287539976,0.00014782355178742356,0.0001478235517874235,0.0002030982750169604,0.00011086410138762684,0.00013243899888967827,-2.950701236224785e-05,-2.9507012362247853e-05,8.994595549156352e-05,2.159896042905931e-06,-2.784823448747737e-06,-2.3963194253450176e-06,-2.3963194253450184e-06,-2.216805726844832e-06,4.11789937919393e-06,1.5269082119713602e-05,2.381979802997259e-05,2.3819798029972582e-05,4.381061361681641e-06,-0.0004628865404467254,2.4505925642405337e-06,7.110789525335213e-08,0.00043459720319531604,0.0005005232172801457,-0.00011022410037597878,-2.9846233763375527e-05,0.0011086917935169414,0.0010587375759794568,-0.0007188154811824966,-0.0008538687734780922,-0.00040828887218225906,-0.0005070265445609386,0.0001262730895000776,-0.0001644742985201006,0.0004719511609434483,0.0005169442612760963,0.00017817357382529235,6.986127390266597e-05,-1.270948198570871e-05,-1.3059858047462905e-05,-2.1507352566970213e-05,2.9823986593067868e-05
29,plugin,6,25,20230406,uptrend_momentum,1.0210920086009319,1.0127758634792825,0.032259069637928295,-0.0008129172469240992,7.0220844021299425e-06,1.67025350758104e-05,1.987902224831105e-05,3.313170374718508e-06,2.7837558459684002e-06,0.0007849644161721118,4.664107103820129e-06,0.0004979137172319212,0.00010798271972658552,2048,10240,49152,-7.889501854386429e-05,-0.0008464749088769779,0.0008125365619770669,0.0008125365619770669,0.0005828598016000345,3.054588224557647e-05,0.00012923021927863917,6.665728306844457e-05,6.665728306844455e-05,-0.00010838586225073109,0.00038462369582617213,0.0014815573456667583,0.0016127022529716193,0.0016127022529716195,0.001426265893207387,-0.00024617925716476606,-0.0009762847843314072,-0.0013935687915500562,-0.0013935687915500564,-0.0007155973722645911,-8.5368087446366e-05,-0.00041532864312597497,-0.0009512776263156087,-0.0009512776263156087,-0.0009269861285096083,9.968574650605294e-05,0.00024844999182068405,-8.25875594824923e-06,-8.258755948249115e-06,2.0708988142816336e-05,3.413414066662373e-05,0.0003294688925253043,0.0009228817889711966,0.0009228817889711965,0.0007880693821284303,0.00011748605133211076,0.0006595751576384262,0.0002191280539356097,0.0002191280539356097,9.939936072528599e-05,2.0206548704685443e-06,-6.692612237186892e-05,6.92468844962275e-05,6.92468844962275e-05,4.081381052909261e-05,4.88135348517961e-06,-2.1194538517776295e-05,7.115230035040552e-05,7.11523003504055e-05,1.0928847355554204e-05,-0.0004894030577437408,2.0288051858025718e-06,1.8319006672269183e-07,0.0005587679840578523,0.000372026250921119,-5.755073214133537e-05,7.2160544916415695e-06,0.000892084325999233,0.001091559527998403,-0.0004964863079485595,-0.0008099948520273884,-0.00033149635240500494,-0.0005925596893767337,9.608545908287034e-05,0.0001379718339021265,0.0002789303535778872,0.000615543105809019,0.0002769581416607452,0.00022413240727480065,4.7177115465775503e-05,3.270940052240501e-05,6.934494219383699e-06,6.187451803305425e-05
29,plugin,7,30,20230413,uptrend_momentum,1.0241788646120893,1.0197149890939603,0.03225925768835421,0.00017721478669510834,3.2002967663424464e-07,1.8122410728399215e-05,2.0199051924945295e-05,2.8855788464207565e-06,2.588915818342745e-06,0.00027165182259723586,2.8307814504544704e-07,0.0006021144131951182,2.6602544288349902e-05,2048,10240,49152,-0.00012121876398771318,0.0003900877314205196,0.00025036813512713555,0.0002503681351271354,9.616570319823023e-05,3.7007393209508424e-05,1.5194716362310318e-05,4.4575163732038276e-05,4.4575163732038276e-05,-3.982300398492468e-05,0.00045870156310951003,0.0002554036025823304,0.00037338972054826755,0.0003733897205482675,0.0003299126512770378,-0.00029499349638133644,9.08134581477906e-05,-9.420864857532054e-05,-9.420864857532051e-05,-5.624151283703725e-05,-0.00010613451960266475,-0.00015582757039075282,-0.00021974116287594398,-0.0002197411628759441,-8.722582188862975e-05,0.00011210824609708714,-5.27138481388835e-05,1.0116743868020792e-05,1.0116743868020762e-05,0.00010245409259215111,5.060758529288894e-05,0.00013689758247028053,0.00023967269288088935,0.00023967269288088937,0.0001256931389162047,0.00015046480921403207,9.171540318127902e-05,4.148295666683561e-06,4.148295666683439e-06,1.2673768333856835e-05,-1.3256512481249018e-06,5.27459339385806e-05,3.432205593530426e-05,3.432205593530426e-05,1.5061592539248592e-05,3.821626559290795e-06,1.4316589993982524e-05,6.0528246348842246e-06,6.0528246348842195e-06,1.2379247181831525e-05,-0.0004728177371253522,1.4725036746932654e-06,2.2321676753407779e-07,0.00024405204587316242,0.0006273770641693865,5.2696568459749635e-05,0.00014195367075487742,0.0009744391074555755,0.0007501957640390388,-0.0001623325842895472,-1.071469683175247e-05,-0.0006547417659083761,-0.0005132741598211167,8.090941626083568e-05,0.0001453805366114618,0.0005229748757001475,0.0005243584717461071,0.00021349492307801013,-0.00021424204920597622,1.3430960932851096e-05,8.864919356262521e-05,1.794648838786202e-05,9.188802606783567e-05
29,plugin,8,35,20230420,uptrend_momentum,1.033360355868936,1.0288139337388575,0.032259242233136816,8.899929904745463e-06,4.924324332931117e-07,1.927094303827271e-05,2.0691484358238405e-05,2.5864355447798007e-06,2.4088678797840886e-06,0.00018572881977044092,4.133319075506842e-07,0.0006088905853860969,3.2145447094055366e-05,2048,10240,49152,-0.0001017143774166872,-5.9006866784246284e-05,0.00017917501605742373,0.00017917501605742387,0.00020204544512937263,3.776712902762394e-05,5.781214139243494e-05,3.6252567321830184e-05,3.6252567321830184e-05,7.535513101269545e-06,0.00047147174323862657,0.0004288952354444854,0.00046056545329693343,0.0004605654532969335,0.0004863853081255678,-0.0002904528234739469,-0.0003882349679155538,-0.0003482361984164764,-0.0003482361984164769,-0.0002641245958170303,-0.00011392589812220239,-0.00014463441975568766,-0.00022160825933095752,-0.00022160825933095754,-0.00013197141363852766,0.00010947255369014297,0.00010420261666842881,8.702814428708419e-05,8.702814428708409e-05,0.00012677055825414545,5.745246441640297e-05,0.00018742895729554937,0.0001680636561080243,0.0001680636561080242,4.304967650298767e-05,0.00015505057937309602,7.006271499028305e-05,0.00020109738888979712,0.00020109738888979685,0.00018935197377378417,1.3116454488041286e-06,-3.818551131985724e-06,-8.317961693231526e-07,-8.317961693231517e-07,-2.7519832713222417e-07,4.537456058989921e-06,-2.452247415215723e-07,1.597338126484389e-05,1.597338126484389e-05,1.096749259761986e-05,-0.00047125921529559995,1.6737295442419115e-06,3.732159045127367e-07,0.0005060836800076669,0.000152372697373195,-2.7822097405446897e-05,-4.887307648274941e-05,0.0010037333638059523,0.0010096189459117965,-0.0007212770931559442,-0.0003786031566038432,-0.00020176427843763664,-0.0006409650823273885,0.0002767386661130158,-0.00022548028549472258,0.00019726096846724563,0.00040433413819843355,0.00046541162588318327,0.0003489756885619779,2.1468933705001095e-05,3.641639652497062e-07,-1.2912321884018662e-05,2.4689290857215276e-05
29,plugin,9,40,20230427,uptrend_momentum,1.036090380019624,1.03480563819251,0.032259332617421366,-1.8194757097758445e-06,4.1345786976454337e-07,2.0132280857682102e-05,2.110494222800295e-05,2.3449935808892165e-06,2.2369200952980115e-06,0.0002916131234658619,3.887714943929839e-07,0.0006395687805967631,3.1175771618076446e-05,2048,10240,49152,-0.00010466472075589952,0.00011690864175064178,0.00017642613464325974,0.00017642613464325966,0.00034478615070609303,4.0657736097245685e-05,3.707296075560579e-05,-2.673814262826551e-05,-2.6738142628265522e-05,4.8785151163604964e-05,0.0004929165050108509,0.000491422165959886,0.0004440151826958145,0.00044401518269581553,0.0005817281207195015,-0.0003098645718697246,-0.0002963418786374737,-0.00031661263455386515,-0.0003166126345538646,-0.0004811441903756831,-0.00012115761910998677,3.986547387086603e-05,0.00011116772175111782,0.00011116772175111782,0.00013145887025302553,0.00011468268452356442,0.00017437891457781088,0.0002314681615287297,0.00023146816152872955,0.000242703181945368,6.682391228118044e-05,9.505312278428601e-05,2.7314163528890803e-05,2.7314163528890736e-05,2.575388421690261e-05,0.0001585537151226102,5.67161000838868e-05,0.0001321746405923206,0.00013217464059232063,6.780036858274612e-05,1.1207178922048424e-06,-8.633557611545539e-06,-1.5902954451860154e-06,-1.590295445186015e-06,-1.0180804690403821e-05,4.525194821913843e-06,9.570417631345967e-06,8.319695860799534e-06,8.319695860799527e-06,2.2306478719146358e-05,-0.00043908911801775956,1.2844954838975781e-06,7.815950570259759e-07,0.0006325636279227663,-0.000527235537461283,1.6456041019595313e-05,-0.00010114164913541049,0.0008831481658059033,0.0008664484781682815,-0.0008142580020027347,-0.0008772189325676034,0.0003416964665975293,0.00012693482505110872,0.00037757940234181846,0.00030478222461506745,-3.356788468741381e-05,0.00016387018303300863,0.00028006682614650194,-3.823969868630405e-05,-2.1666749645905385e-05,2.2521373725369282e-05,4.25099908595167e-05,-3.691556298653976e-05
29,plugin,10,45,20230509,uptrend_momentum,1.0288869625471186,1.0350424882687166,0.03225937605285728,-0.00022757576083923603,8.886062083127074e-07,2.1069454394946594e-05,2.1993548436315657e-05,2.199354843631566e-06,2.1069454394946595e-06,0.00020975831657897567,1.1639284782516278e-06,0.0006673885536161489,5.394275850963752e-05,2048,10240,49152,-9.881928866836743e-05,0.00015573217398514352,0.00012803893201787035,0.0001280389320178703,0.00017247329444093664,4.251138413502597e-05,3.247548341326514e-05,3.0293493127575533e-05,3.0293493127575557e-05,4.072069495672928e-05,0.0005174876133088452,0.0006222550622386546,0.000700794718507293,0.0007007947185072934,0.0007121315646829519,-0.0003246816658015983,-0.0006864598383905082,-0.000449449961925423,-0.0004494499619254226,-0.0005519161460668158,-0.00011916434541644347,0.00014257203969065803,5.2507718395901175e-05,5.250771839590109e-05,3.950344684576479e-06,0.00012340163025245497,1.531559978469931e-05,0.00036088346929703536,0.0003608834692970354,0.00043392558578253987,7.157656842039474e-05,-4.85445124426024e-05,9.029403843735062e-05,9.02940384373506e-05,0.00015911860437769113,0.00016138952012680454,0.0005066681524112826,0.00019237145174889273,0.00019237145174889263,5.602338657994516e-05,6.890400116275655e-07,-1.5814248386095378e-05,-3.5691837850430043e-06,-3.569183785043004e-06,-1.1045656758948895e-05,5.003715703481141e-06,1.7669411515941213e-05,-3.093850493944008e-06,-3.093850493944e-06,1.1434968303962714e-05,-0.00047068595452245834,3.1326349626394614e-06,5.645231423066923e-08,0.00034053646529159443,0.0004805581387153259,7.146361139975696e-05,-6.989436048837765e-06,0.0011148971072137874,0.0012549551717691632,-0.0008341727458271466,-0.0009400408076129194,0.00012508748645784952,0.00010990761783105173,0.0005848927407346086,0.0008151226267782483,8.5925950098401e-05,0.00012971056972945548,0.0005157516592484788,0.0005451223335069098,-4.536231789057617e-05,-4.0815433696711324e-05,3.163188974754262e-05,4.844671677648636e-05
